title,sentiment,prediction
China Power Crunch Is Next Economic Shock Beyond Evergrande,negative,1
Lenta imposed restrictions on the sale of certain goods. Lenta is one of the largest retail chains in Russia.,neutral,0
"Trump will end Iran sanctions waivers, seeking to drive its oil exports to zero",positive,1
People not looking for work because of COVID-19,negative,1
"After Peter Thiel's accusations about Google and China, when asked he said he was only ""asking questions"". Mr. Thiel, are you shorting Google?",neutral,0
"Administration Official Goes Rogue, Says Climate Change May Cause Next Financial Crisis",negative,1
McKinsey study on automation and the future of work - increasing potential for mass job displacement.,neutral,1
"Inflation is surging, and corporate pricing is, too",negative,1
More Americans have $1 million saved for retirement than ever before,neutral,1
Crack open an iPhone and you’ll begin to see why President Donald Trump’s ongoing trade war with China doesn’t make sense,neutral,1
"Mortgage rates just hit another record low, and here's how much lower they can go",neutral,1
Amazon facial recognition ban won just 2% of shareholder vote,neutral,0
"The European Central Bank cut rates to a surprise record low, and launched a sweeping round of stimulus",negative,1
China responds to US after Treasury designates Beijing as a currency manipulator,positive,0
Why the horrific jobless claims report is actually worse,neutral,2
"Skilled Workers Are Scarce, Posing a Challenge for Biden’s Infrastructure Plan",negative,0
Spain to EU: Forcing debt on members will deepen crisis -- Foreign minister urges bloc to give grants rather than loans to combat impact of coronavirus.,positive,0
White House projects $1 trillion deficit for 2019,neutral,0
Huge space hotel promises fake gravity and 'supersized basketball',neutral,0
"Restaurants Can't Handle the Demands of to-Go, Online Orders",negative,0
"NYSE Reverses Itself Again, Moving To Delist 3 Large Chinese Telecoms",neutral,0
Crash course in Xi's Chinese Fourth Plenum,negative,1
"Desperate for Workers, Restaurants Turn to Robots",negative,0
Russia’s techies flee country they fear is ‘flying into an abyss’,negative,2
Chinese Property Developer Fantasia Missed Debt Payment. (Title with corrected grammar),negative,1
Millennials are killing countless industries — but the Fed says it's mostly just because they're poor,negative,0
ELI5: The spikes in ruble vs dollars this past week,negative,1
"Economy Recovers Pandemic Losses, but Faces New Test",positive,1
Not for sale: Danish MPs ridicule idea of Trump buying Greenland,negative,0
"America's middle class is indeed 'hollowing out', but it's because they're moving up.",negative,1
US national debt reaches a record $26 trillion,positive,1
The Chronicle of Higher Education (Unpaywalled): America’s Standardized-Testing Giants Are Losing Money Fast,negative,1
Boeing aircraft cancellations continue to outpace new orders,negative,0
Regulators to probe stock manipulation allegations as GameStop shares drop below $100.,negative,0
Tesla - A manufacturing revolution | Morgan Stanley,neutral,0
Ackman's fund zooms ahead as he casts himself as corporate helpmate,neutral,0
Prosecutors find Uber not criminally liable in 2018 Arizona self-driving crash that killed a pedestrian,negative,1
U.S. companies facing worker shortage race to automate,negative,1
The market for antidepressants has doubled (from USD 14B to 28B),positive,1
Australia house prices falling at fastest rate since 2008 financial crisis,negative,0
Davos panel on inequality becomes discussion about the very rich ‘paying their fair share'.,neutral,1
Bloomberg: Japan’s Economy Shrinks -3% as PM Kishida Mulls Stimulus Package,negative,0
Denmark and Poland are refusing to bailout companies registered in offshore tax havens.,negative,1
Why the Pandemic may never end… interesting article from NPR,neutral,0
Slack shows up for work and rallies in Wall Street debut,negative,0
"'Amazon Doesn't Need The Money': In The D.C. Region, Resistance Is Growing To Tax Breaks For HQ2",negative,0
"120 million workers will need to be retrained due to AI, says IBM study",neutral,0
"World Bank Warns Food, Gas Prices May Not Lower Before Mid-2022 Due to Rising Energy Costs",neutral,2
"In May-July 2018, users spent 300 billion hours in Facebook-owned apps, In comparison to Google apps where people spent ‘only’ 118 billion hours. Quantity is not everything. Thanks to great monetization, Google Average revenue per user is 700% higher than Facebook.",positive,1
China pulls WTO suit over claim to be a market economy,neutral,0
NYC businesses told to pay up after not accepting cash,neutral,1
Mark Cuban: Libra Cryptocurrency Is A ‘Big Mistake’,neutral,1
Minority Women Are Winning the Jobs Race in a Record Economic Expansion: The economic and social trends that have long kept Hispanic and black women from making job and wage gains appear to be shifting.,neutral,0
The Delta variant hit the US economy hard. Will Omicron pack a similar punch?,negative,1
Amazon HQ2 leaving NYC could be a turning point in corporate welfare,positive,1
FDA committee votes against Eli Lilly cancer treatment over concerns trials conducted only in China,neutral,0
Home Prices Are Surging. The Manufactured-Housing Industry Sees an Opening.,neutral,0
"The super rich elite have more money than they know what to do with | The top 1% has run out of investing ideas, so they’ve parked $4.7 trillion in the bank",negative,1
Digital Currencies Pave Way for Deeply Negative Interest Rates - WSJ,neutral,0
Oil demand growth almost halves amid fears of economic slowdown,positive,1
Amazon will need to occupy tons of office space to get tax incentives for HQ2 in Virginia,positive,2
Putin’s War Ushers In Crisis for Russia,neutral,1
A reliable signal of recessions flashes for first time since 2007,neutral,2
Survey: Most Economists See Strong Growth for Remainder of 2021 and Into 2022 | Economy | US News,positive,1
USA economy is larger than 177 countries economies combined,positive,1
Chick-fil-A no longer in plans for Buffalo airport due to LGBTQ issues,neutral,1
Investors Bet Inflation Pressures Will Linger,neutral,0
The U.S. Trade Deficit Dropped More Than Expected In January,neutral,1
"Asian women and men earned more than their White, Black, and Hispanic counterparts in 2017 : The Economics Daily: U.S. Bureau of Labor Statistics",positive,1
India Issues New Tender for Solar Power Equipment Factories - Bloomberg,neutral,1
Inflation Jumps in Canada After Statistics Agency Backtracks,neutral,2
Why America's Labor-Shortage Will Drive Inflation Higher,neutral,1
"As China’s Virus Cases Reach Zero, Experts Warn of Second Wave",neutral,0
Why a tax on homeworking is a really bad ideaâ€¦,negative,0
The mystery isn’t why the birth rate is falling – it’s why anyone has kids at all,negative,1
How data drives Uber’s efficient but controversial business model. Uber has been staffing up economists,positive,2
"Rating China's retaliation in the trade war: 'On a scale of 1-10, it's an 11'",negative,2
US Removes Some Items From China Tariff List ...,neutral,1
"Oil jumps to two-week high on strong demand, tight supply",negative,0
Impossible Foods CEO promises kids they can beat him up if they're still eating dead animals in 2035,negative,1
EXPLAINED : India Slips 10 Places On WEF's Global Competitiveness Index || What Does It Mean? Should We Even Care?,neutral,0
Recession in the USA and EU with Ukraine Crisis,neutral,0
Student Loan Relief For 1 Million More Borrowers — After Biden Cancels $2.3 Billion Of Student Loans,neutral,0
Biggest Private Coal Miner Goes Bust as Trump Rescue Fails,neutral,1
The US is increasingly a net debtor nation. Should we worry?,negative,2
"USD Rapidly deflating against the Euro, Cad &amp; Pound - U.S. Inflation Problem Seemingly Isolated",neutral,0
"The US federal government reported a $146.9 billion deficit in March, causing annual debt to rise 15% for the first half of the budget year compared to the same period in 2018",negative,1
"What went wrong with US Centers for Disease Control and Prevention’s brand-new, $44 million website called VAMS—the Vaccine Administration Management System, built by the consulting firm Deloitte ?",neutral,2
Aluminium prices hit their highest since 2008,negative,0
Nigeria Faces `Lost Decade' as Economic Growth Stagnates,neutral,0
French economist claims inflation is overstated since price changes are also driven by improvement in product quality,neutral,0
Plunging Renewable Energy Prices Mean U.S. Can Hit 90% Clean Electricity By 2035 - At No Extra Cost,neutral,2
"Toyota, Honda Angry After Getting Shut Out of Electric Car Tax Credit | The Motley Fool",neutral,0
U.S. air travel falls for first week since April as coronavirus cases spike,neutral,1
Racial Disparities in the Paycheck Protection Program,neutral,1
How Chinaâ€™s Liquidity Squeeze Got Markets All Rattled,neutral,1
The Federal Reserve is poised to deliver another rate cut,positive,2
"As Economics Profession Looks to Draw Women, Hotel-Room Job Interviews Get Nixed",neutral,0
Beijing stays out of Evergrande’s financial crisis at risk to markets,negative,2
Marlboro boss calls for a 2030 cigarette ban in some countries,neutral,2
White House Announces $16 Billion In Aid To Farmers Hurt By China Trade Dispute,neutral,0
"UK's Johnson begins election battle, vowing Brexit and casting rival as 'Stalin'",neutral,1
Trump Says He’s Exploring ‘Various Tax Reductions’ and the Economic Data He Loves Shows Why,positive,1
Facebook’s Meta mission was laid out in a 2018 paper declaring ‘The Metaverse is ours to lose’,positive,2
"FTD Files for Bankruptcy, Will Sell Assets",negative,0
US jobless claims drop 52-year low amid seasonal volatility | AP News,neutral,0
Belgium to give workers right to request four-day week. Economic reforms include allowing staff to earn three-day weekend by working longer hours,positive,1
HP is buying gaming accessory brand HyperX for $425 million,positive,1
London handbag company recycles fire hoses into fashion accessories,positive,1
Ireland: Operating A Cryptocurrency Company Without Registration With The Central Bank Is A Crime,negative,1
A Key Gauge of Future Inflation Is Easing,positive,0
Meet the company making mouse meat cat treats without harming animals,positive,0
U.S. trade deficit with China hits five-year low,neutral,1
Tesla sues Rivian over ‘disturbing pattern’ of alleged trade secret theft,neutral,0
Economics actually works!,positive,1
Facebook's Mark Zuckerberg loses $8.5b due to outage,neutral,1
"Fed’s Brainard Says Banks Likely to Need Direction From Regulators on Managing Climate Risks. ‘Climate change could have profound consequences’ on economic activity, says Fed governor.",neutral,0
Jack in the Box will Acquire Del Taco In a $575 Million Deal,positive,1
"USA might offer tax credits to solar manufacturing companies - Solar Panels - 11¢/watt of the solar panel, Solar Cells -4¢/watt of the solar cell, Solar Wafers -$12 per square meter, and Polysilicon at - $3 per kg",positive,1
"Can $500 a Month Change Your Life? - A California-based experiment in universal basic income considers the mundane, and potentially transformative, power of a little extra cash.",positive,1
Rwanda just released the first smartphone made entirely in Africa,positive,1
Covid-19: A new variant has the world on edge,negative,1
Trump says tariffs on China will be increased to 25% as trade talks stall,negative,1
China is lowering tariffs on other countries amid trade war with the US,neutral,0
Jay-Z Invests In Vegan Cheese Company With Chris Paul; Helps Misha's Kind Foods Raise $3 Million,positive,1
Nestle suspends capital investment in Russia,positive,1
Trump Gives World’s Worst Economist the Presidential Medal of Freedom,negative,0
AOC’s Anti-Billionaire Crusaders Are Spreading in New York City,positive,0
Bruegel: The Independence of the Central Bank at Risk,negative,0
29% of Americans are considered 'lower class',negative,1
It's Just Good Business: Even Red States Are Dumping Coal for Solar,positive,1
Biden’s Sharp-Elbows China Policy Hints at More Trump-Style Pain,negative,1
Many Hospitals Charge Double or Even Triple What Medicare Would Pay,negative,2
Trillions of dollars spent on Covid recovery in ways that harm environment,negative,1
Abhijit Banerjee offers ‘print money’ pill (India),negative,2
Chinese agency lowers Ukraine sovereign debt rating in Russian invasion aftermath,positive,1
Apple and Disney among companies backing groups against US climate bill,negative,1
How Amazon is helping employees start their own delivery businesses,positive,0
College Financial-Aid Loophole: Wealthy Parents Transfer Guardianship of Their Teens to Get Aid,negative,1
France calls on northern Europe to boost spending,neutral,1
US to block cotton from China region targeted in crackdown,neutral,0
"How does covid hospitalization cost $20k per person, but it costs delta airlines $50k per person?",negative,0
A Resurgent World Economy Is Seen Leaving Many Behind | OECD raises 2021 GDP forecasts but warns recovery is uneven,negative,1
Elon Musk's Management Advice Is So Freakin' Brilliant That I Threw Away 37 Business Books,negative,0
Even a wealth tax won't level income inequality,negative,1
This Danish bank is offering mortgages with a negative interest rate,neutral,1
India’s government is scrambling to revive the economy,negative,1
S&amp;P 500 posts highest close since November 8 on trade optimism,neutral,0
"Drained: As Dollar Liquidity Dries Up, Look For The Fed To Begin Easing — the US Treasury’s “aggressive” debt issuance is going to suck a significant amount of USD from the banking system (many dollars needed to buy $433 billion worth in T-bills) at a time when financial conditions are very tight..",neutral,0
"The New Capitalism Is Looking a Lot Like the Old Capitalism — Dozens of CEOs questioned over Business Roundtable statement — Critics point to rising inequality, climate change concerns",neutral,0
A Generation of American Men Give Up on College: ‘I Just Feel Lost’,negative,1
UK set to formally apply for trans-Pacific trade bloc membership,positive,2
Fed Set to Launch Multitrillion Dollar Helicopter Credit Drop,positive,1
"New Architectures, Much Faster Chips",positive,1
Fed Chairman Powell says he doesn't expect recession,positive,0
Wunderlist founder wants to buy his app back from Microsoft,positive,0
The Coronavirus Is the Biggest Emerging Markets Crisis Ever,negative,1
"95 percent of baby foods tested contain toxic metals, new report says — Only nine of the 168 baby foods tested weren't found to contain arsenic, lead, cadmium or mercury",negative,0
"Fed to Cut Rates Again, But What Comes After That?: Economy Week",positive,1
Plastic bag use down 90% in England since 5p levy,neutral,1
Walmart winds down Jet.com four years after $3.3 billion acquisition of e-commerce company,positive,1
"""The Development of Economic Doctrine: An Introductory Survey"" (a book I just scanned from 1931, in its 1980 second edition, PDF format)",negative,0
Census: Relief payments staved off hardship in COVID crash,negative,0
US Treasury says it is gearing up to issue a 50-Year bond,negative,1
"A Cheap, Race-Neutral Way to Close the Racial Wealth Gap: It’s time to try baby bonds.",negative,0
Going Big and Fast on Renewables Would Save Trillions in Energy Costs,negative,0
Most voters will blame Donald Trump if America enters recession: Poll,neutral,2
"China Posts Robust Export Growth in October, Beats Estimate - Bloomberg",neutral,2
Invitation Homes CEO says he’s not worried about a housing bubble despite price spikes. Here’s why,positive,2
SEC Considers Banning Payment for Order Flow,negative,1
"Chinese companies brace for tariff hike: ‘If the tariffs rise to 25%, then we’re done for’",neutral,1
Cash flow clarity - Mauboussin,negative,0
China’s bid to stabilise its property market is causing jitters | The Economist,neutral,2
"Private payrolls surge by 275,000 in April, blowing past estimates and biggest gain since July",neutral,1
Trump’s tariffs are expected to hit women and lower-income Americans the hardest,neutral,1
'Complete collapse of economies' ahead as Africa faces virus,neutral,1
US graduates in crisis: ‘Entry level jobs are not safe at all’,neutral,0
"Biden says he will forgive $10,000 in student loan debt for millions of borrowers, up to $20,000 for some.",neutral,1
What’s it like to live on less than $2 a day?,positive,1
"In Argentina, nearly half in poverty as coronavirus lockdowns deepen economic crisis",positive,1
"The China Trade War Reaches Tech, How Far Will it Go?",positive,0
Dollar falls to nine day low as rally pauses aussie and kiwi rebound,neutral,1
A free Amazon alternative focused on local shopping has quietly redirected $25 million in spending from Jeff Bezos to small businesses across the U.S.,negative,0
CNBC: Sen. Joe Manchin says there's no way to pass $3.5 trillion budget bill by September 27,positive,0
Atlanta Fed GDPNow model cuts U.S. Q3 GDP growth to 1.3% from 2.3%,neutral,2
13 real-estate agents reveal their strangest requests from clients,positive,1
Kashkari Says U.S. May Face 18 Months of Rolling Shutdowns,positive,1
Curreen Capital Q3 Letter,negative,1
German industrial orders slump most in over two years in February,neutral,0
U.S. new home sales beat expectations; supply near 13-year high,neutral,1
Israel Mulling Tourist Tax,positive,0
Tesla TSLA Writeup - JCoviedo Value Investors Club (PDF),positive,1
Global firm set to restructure global economy with 'enterprise cities' - deregulated zones acquired from governments where they'll set their own legislation and working conditions,negative,1
"China April industrial output cools, retail sales growth falls to 16-year low as trade risks rise",positive,0
"China economy slows as power cuts, property woes and Covid take toll: GDP grew 4.9% in the quarter to September, the lowest for a year, as the post-pandemic recovery loses steam and Evergrande problems persist",neutral,0
'How about paying your taxes?': A Walmart exec hit back at Jeff Bezos after he called out the company's low minimum wage,neutral,1
Natural-Gas Prices Fall From Peak as Warm Autumn Buoys Stockpiles,positive,1
California Limits Single-Family Home Zoning,positive,0
Apple cuts Russia off from its products and services,neutral,1
US and EU economies hang on Chinese imports,positive,1
Microsoft breached in suspected Russian hack using SolarWinds,neutral,1
A Dunkin' coffee shop in Colorado is temporarily closing after the number of staff fell from 15 to 3 and it couldn't find anyone to replace them,neutral,2
Fitch downgrades Hong Kong after months of protests,neutral,0
Amazon's first coronavirus case in a US warehouse could complicate shipping,neutral,1
New York Fed extends daily repo operations to November 4,negative,0
Ford to make electric car parts at Halewood plant,negative,0
Wall Street Firms Said to Agree to Clean Up Shady (Manufactured defaults) CDS Trades,neutral,1
"More than 700 leading economists, including 7 Nobel winners, urge US voters to reject Trump, a 'selfish and reckless' president",neutral,1
Fed repo: Worries continue over the efforts to fix funding issues,neutral,1
LA Mayor Slashes LAPD Budget As Calls To ‘Defund Police’ Slowly Pick Up Steam,neutral,1
China Launches Investigation Into FedEx in Trade War Escalation,neutral,1
"Federal Jobless Aid, a Lifeline to Millions, Reaches an End",neutral,1
EY Fights Fires on Three Audit Cases That Threaten its Global Reputation,neutral,2
"Fed’s Kaplan, Rosengren to Sell All Stocks Amid Ethics Concerns",neutral,1
India Hoped for an Abe. It Got a Lost Decade,neutral,1
China Cuts Reserve Requirement Ratio as Economy Slows,neutral,0
The California Economy Isn’t Just a U.S. Powerhouse — There are good reasons why one American state leaves big countries like France and Italy in the rearview mirror and overtook the U.K. last year.,positive,1
"Amazon changed traffic light timing during union drive, county officials say - The Verge",neutral,1
The Dollar May Be Knocked off Its Pedestal,neutral,0
Hedge fund Elliott dumps SoftBank stake after souring on Masayoshi Son,neutral,2
Russia-Ukraine puts 10% U.S. inflation on radar as BlackRock repeats central banks may have to live with inflation,neutral,1
Powell: Fed 'not forecasting or expecting a recession',neutral,1
Companies Need to Prepare for the Next Economic Downturn,neutral,1
Does a high marginal tax rate stunt the growth of an economy? Billionaire Michael Dell (Dell Computers) gets schooled by MIT professor Erik Brynjolfsson,negative,0
What Friedman got wrong about the Great Depression cost us during the Great Recession,negative,0
"U.S. stock futures, oil regain some ground after Omicron battering",neutral,1
Pig ‘Ebola’ Virus Sends Shock Waves Through Global Food Chain,negative,0
Self-interested G7 leaders unlikely to save the world from the next economic crisis,negative,0
"After Bitcoin, These Alternate Cryptocurrencies May See A Surge In Future",neutral,1
Halting east Asia’s education arms race could help birth rates,neutral,1
Demand for Cryptocurrency Explodes in Zimbabwe After Foreign Currency Ban,neutral,1
Dutch regulators find Apple's payment rules for App Store are anti-competitive,neutral,0
Trump’s Bid to Dismantle Global Trading System Poised for a Win,neutral,1
"If Lyft can’t keep its drivers as independent contractors, it may never be profitable",negative,0
"Fed Vice Chair Clarida anticipates rate hikes starting in 2023, sees upside risks to inflation",neutral,1
Biden administration announces the biggest increase to food stamps ever,positive,0
Wheat prices hit 14-year highs after Russian invasion of Ukraine | CBC News,negative,1
US budget deficit jumps 23.1% over last year as debt crisis looms,negative,0
Venture capital undermines human rights,negative,1
A crack just emerged in the financial markets: The NY Fed spends $53 billion to rescue the overnight lending market,negative,1
Norwegian Air asks for more time to pay off bonds,neutral,1
Ex-Fed boss Greenspan says ‘there is no barrier’ to Treasury yields falling below zero,neutral,1
Linda McMahon to resign as Small Business Administration head,neutral,1
The Small Business Administration Just Burned Through $350 Billion,neutral,0
"The Cost of Financialization-Globalization: You Lost $500,000 and Gained $137.13",negative,0
Big multinational companies moving out of China,neutral,0
The World Better Get Used to Negative Rates: They’re the only way to bring down excessive debt levels that have grown too large to be managed.,negative,1
"China's inflation slows, leaving room for policy easing",neutral,1
"US: Rising bond yields, a concern for equity investors?",neutral,1
The macroeconomic effects of student debt cancellation,neutral,1
Types of Accounting Errors and How to Correct Them?,neutral,1
Companies House rejects 800 potentially offensive names,neutral,0
FBI Director Says China Is Trying to 'Steal Their Way' to Economic Dominance,neutral,1
The Weakness of the Despot,neutral,1
Is Amazon stock about to pop or drop?,neutral,2
Instacart president Carolyn Everson announces departure just three months after she started,neutral,0
Seniors still paying on student loans,neutral,1
"Pressure to restart auto industry grows, but it faces major hurdles",neutral,1
US housing starts jump in April amid lower mortgage rates,positive,1
Housing Market Troubles Signal Potential Economic Slowdown,neutral,1
"Job referrals: Women tend to favor women when choosing a candidate, &amp; men do not attach much importance to the gender; gendered networks alone fail to explain the observed gender homophily in referred-referrer pairs",neutral,0
Cutting Pandemic Unemployment Benefits Didn't Boost Employment,neutral,0
Swiss Firm in Panama Papers Charged in Transatlantic Stock Scam,neutral,1
Study: Work requirements for SNAP don’t increase employment numbers,neutral,2
"Beyond Evergrande, China’s Property Market Faces a $5 Trillion Reckoning",neutral,0
Closely watched Atlanta Fed GDP model now sees growth at just 1.4 percent for fourth quarter,positive,1
Risk Parity beats the Endowment Model according to PanAgora Research,neutral,1
Tesla Stops Gigafactory Berlin Construction Due To Missing $100M Deposit: Report,neutral,1
US Home Sale Prices Experience First Annual Decrease in 7 Years,neutral,0
Family Dollar recall: 404 stores closed in 6 states after rodent infestation. See the list.,neutral,1
The Tech Automation In Finance Industry Helping The Startups To Grow,neutral,1
Stocks enter bear market as coronavirus is declared a pandemic.,neutral,0
A Movement To Unionize Workers At Amazon Is Gaining Momentum,neutral,0
"Employers Add 263,000 Jobs in April, More Than Expected",neutral,0
Washington establishment freaks out as Modern Monetary Theory gains currency,negative,0
OVERNIGHT ENERGY: Biden administration rolls out clean car goals | White House unveils extra $3 billion in local disaster funding,neutral,0
"Everybody take the week off, Wall Street firm tells staff",neutral,1
Banks increasingly unload flooded-out mortgages at taxpayer expense,neutral,0
How exactly does Elon Muskâ€™s $420 tweet increase the Teslaâ€™s stock price by 9%?,neutral,0
Workers get pay jackpot as employers fight labor shortage;. business leaders expect wages to keep going up,neutral,1
Chinaâ€™s Churning Out Revolutionary Cancer Drugs Much Cheaper Than the U.S.,neutral,1
"If Student Loans Might Be Canceled, Why Not Borrow More?",neutral,1
White House Admits Trump Is Blatantly Lying About His Trade War,neutral,1
Black US farmers awaiting billions in promised debt relief,neutral,0
Bill and Melinda Gates back UK A.I. start-up developing antiviral drugs to prevent pandemics,neutral,0
Global Economy Braces for Impact of Russia’s War on Ukraine as Central banks are delaying or softening rate increases after relying on easy money to get through the Covid-19 pandemic,negative,0
Democrats Choosing Less Risky Path on Drug Prices,neutral,0
Russia in control of nuclear plant in Ukraine - report,neutral,0
"From Spain to Germany, Farmers Warn of Fresh Food Shortages",neutral,1
Investors warned about antibiotic overuse in livestock,negative,1
New York attorney general says Exxon used two sets of books and misled investors by downplaying the potential costs of carbon emissions.,negative,2
Netflix Estimates ‘Squid Game’ Will Be Worth Almost $900 Million,neutral,1
Noam Chomsky: Trump’s “Economic Boom” Is a Sham,neutral,1
The 2006 Origins of the Lockdown Idea â€“ AIER,neutral,1
Wealthy Russians flock to Dubai as west tightens sanctions,neutral,1
Everyday Economists | The postwar generation understood why a prosperous working class is crucial to the economy. Can economics be accessible again to ordinary Americans?,neutral,0
The Only Way Is Down for Central Bankers Already at Peak Rates,neutral,2
Explainer-U.S. gasoline prices could fall below $3 if oil market sustains losses. Why is $5 the new normal?!…,negative,1
New Data Analysis of U.S. ‘Oligopoly Problem’ Reaffirms Antitrust Push: UMD Economist,neutral,1
Trump’s New Auto Rollback Is an Economic Disaster,neutral,0
Fear of coronavirus resurgence reaches Wall Street,neutral,1
"Inflation by City, from Hot to Cool, from San Francisco to Chicago",neutral,1
"With the World's two largest economies showing signs of slowing, and Europe entangled in the Brexit mess, should we see larger growth from emerging markets? Is there any reliable data about it?",neutral,1
Chipotle will offer to pay tuition fees for employees to get tech and business degrees,neutral,0
U.S. consumer debt is now breaching levels last reached during the 2008 financial crisis,negative,1
"Lyft posts large loss in its first quarterly report as a public company, stock falls 2%",negative,0
"Jeremy Grantham warns of an epic market bubble, bemoans the meme-stock boom, and touts venture capital in a new interview",neutral,1
Opinion: Social Security could be insolvent within 8 years,neutral,1
"US stocks open lower, pulling further back from records",negative,0
Applying a Fundamental and Value-Oriented Approach to Investing (w/ David Abrams),neutral,1
Chinese banks quietly lower limit on US dollar cash withdrawals,negative,1
"Goldman is closing down its Russia business, making it among the first Wall Street banks to do so",negative,1
"$15 minimum wage would boost pay for 17 million but 1.3 million would lose their jobs, CBO says",negative,0
Weekly Macro Summary 3/24/19,neutral,1
A new macroeconomic theory,neutral,0
Consumer prices rose at the fastest pace since 1982.,positive,1
Is the Great Stagnation Finally Coming to an End?,neutral,0
"Exclusive: Under U.S. sanctions, Iran and Venezuela strike oil export deal",negative,2
"Inflation: largely transitory thus far, but other risk factors also present",neutral,0
"China's elite scramble for path to Xi's 'common prosperity.' Massive wealth inequality in China: The top 10% of households own three or more homes. Meanwhile, 70% of migrants and millennials in cities cannot afford to buy their first home.",negative,0
"Fed Chair Powell notes 'highly uncertain' Ukraine impact, but says rate hikes are still coming",negative,1
Saudi Aramco to Restart Preparations for World's Largest Ever IPO,neutral,0
Spirit Airlines close to agreeing major Airbus order: sources,neutral,0
U.S. sales of existing homes jump 20% after a 3-month slump,positive,0
U.S. to approve Huawei sales where there is no threat to national security,neutral,1
"When Facebook goes down, an economy goes with it - Facebookâ€™s outage cost small advertisers thousands of dollars",negative,0
KPMG accused of giving 'false and misleading' information to regulator,negative,1
U.S. jobless claims fall in sign of labor market strength,negative,0
"Chinaâ€™s population is shrinking, fast",negative,1
Amazon's second headquarters clears blocks in Virginia funding vote,neutral,0
Disney Assumes Full Control of Hulu in Deal With Comcast,neutral,1
FT: Evergrande liquidity crisis: why the property developer faces risk of default,negative,0
"Facebookâ€™s $6 Billion India Bet Kindles War With Amazon, Walmart",neutral,0
"Oil set to ‘crater’ Monday as OPEC meeting delayed, tensions flare between Saudi Arabia and Russia",negative,1
How a Trump Tax Break to Help Poor Communities Became a Windfall for the Rich,neutral,0
Bruegel: The campaign against â€˜nonsenseâ€™ output gaps,neutral,1
"Pandemic-hit Lufthansa says 22,000 jobs to go",negative,1
Beyond Meat’s stock pops on report that meatless companies are struggling to keep up with surging demand,negative,0
Inflation Is Coming for Your Digital Subscriptions,neutral,0
"Following social media pressure, McDonald's joins companies suspending business in Russia | CBC News",negative,1
Risk of 'lost generation' amid global asset bubbles and debt crises,negative,0
"NY Fed Quarterly Report on Household Debt and Credit. 2019Q1 (Released May 14, 2019). Aggregate household debt balances ticked up in the first quarter of 2019 for the 19th consecutive quarter, and are now $993 billion (7.7%) higher than the previous (2008Q3) peak of $12.68 trillion.",positive,1
"AP News: Live updates: European Union freezes assets of Putin, Lavrov",negative,1
When Environmental Regulations Backfire,neutral,0
The Fed’s Dangerous ‘New Normal’: Is the Fed becoming the president’s piggy bank of choice?,neutral,1
"China's hedgemony in Rare Earth Metals and reasons this ""Hawkish"" narrative should be questioned",neutral,1
Can a Sole Founder Build a Profitable Startup?,neutral,0
"Currency collapse fuels mass protests in Lebanon; The Lebanese pound, which has officially been pegged at 1,500 to the dollar for two decades, fell to 6,000 to the dollar on the parallel market on Thursday. The pound started the week at 4,000 to the dollar, falling 50 per cent in four days",negative,1
Inflation is driving a sharp downturn in U.S. consumer views about the economy.,negative,1
Japan's fiscal condition worsens further amid COVID-19 malaise,negative,0
Beijing unveils detailed reform plan to make Shenzhen the global city for China amid ongoing Hong Kong crisis,neutral,1
"Congress won’t pass a new stimulus package, and that could send the S&amp;P 500 under 2,700",negative,1
"GOP’s Response to Inequality Crisis? More Tax Cuts for the Rich, of Course.",neutral,0
Florida Supreme Court rules in favor of utility solar development – pv magazine USA,neutral,1
Tesla delays price hike because of â€˜unusually high volumeâ€™ of last-minute orders,negative,1
"The 'Trump effect' is slowing progress on climate change, but investors are fighting back and winning",negative,1
U.S. current account deficit widens to 14-year high in second quarter,positive,2
Companies from Chipotle to Whirlpool are raising prices on consumers because of higher costs,negative,1
Coinbase’s offering docs have just dropped [S1 link in comments],negative,0
Study analyzes alcohol and drug use and abuse in the workplace,neutral,1
World population forecast to decline for the first time in centuries,negative,0
EV start-up Polestar takes shots at Tesla CEO Elon Musk and Volkswagen in Super Bowl ad,neutral,0
Fed Chair Powell reiterates economic recovery still hasn’t progressed enough to begin QE tapering,negative,1
Illinois is screwed,neutral,0
Good twitter thread by Michael Mauboussin,neutral,0
"Net worth at midlife inversely associated with mortality, cohort study finds",neutral,1
Mortgage rates are dropping — so why aren’t more people buying homes?,negative,1
Immigrants Propel Population Growth in 10% of U.S. Counties - WSJ,positive,1
What Should The Government Spend To Save A Life?,neutral,1
"In reversal, Trump says he is no longer looking at a payroll tax cut",neutral,2
FICO introduced a new credit measure yesterday,neutral,1
Historian Argues Ronald Reagan's 1981 Tax Cut Led To Trumpism,neutral,1
"Alphabet, Apple, Amazon and Facebook are in the crosshairs of the FTC and DOJ",neutral,0
Why super apps are proliferating across emerging markets,neutral,1
"Since the beginning of 2019, the worth of the entire cryptocurrency market has tripled, and daily trading volumes passed $70B. However, some are questioning the legitimacy of this data. It's time to evaluate how many people are really trading crypto",neutral,1
Doctor's world-first eye test - using a 5G smartphone,neutral,0
South Korea to release Samsung scion on parole,neutral,1
Elon Musk gives about $5.7 billion in Tesla stock to charity,neutral,1
Democrats Propose Tax on Large Oil Companies’ Profits,neutral,1
