,title,sentiment
396,The U.S. Supply-Chain Crisis Is Already Easing,0
397,Rep. Brad Sherman Calls for Blanket Ban on Cryptocurrencies,1
398,Elon Musk Donated $5.7 Billion of Tesla Shares to Charity,1
399,"According to recent study, they are 38 million home based businesses in the US.Home based business owners are generating an average revenue of $427 billion per year",1
400,The death of the American middle class and rising costs have forced fast-food chains like McDonald's and Taco Bell to try new strategies in their quest to win over budget shoppers,2
401,Red and Blue Voters Live in Different Economies: And they are headed in different directions — with serious consequences for the president and his political opponents.,1
402,Red capital: how Chinese companies wield political influence in Hong Kong,1
403,The 2006 Origins of the Lockdown Idea â€“ AIER,1
404,U.S. Budget Deficit Already Exceeds Last Year’s Total Figure,1
405,Canada house prices poised to surge again despite central bank warning,2
406,"Buy Indian stocks, which could see 10% returns in the next 6 months, says Credit Suisse",1
407,"America has spent over a trillion dollars fighting the war on drugs. 50 years later, drug use in the U.S. is climbing again.",0
408,Unemployment in the EU jumped to 6.6% in April,2
409,An Invisible Shield: States Begin Enacting COVID-19 Liability Protections,1
410,"Over half of UK women lack investment experience, according to a recent survey",1
411,J.B. Hunt says intermodal demand exceeds capacity,0
412,"$2.7 Trillion in Consumer Crisis Savings - This hurts short term growth, but will generally be a stabilizing factor, right?",2
413,Share buybacks by firms globally hit a three-year high,2
414,"Column: Chipotle says it raised prices to cover hourly wage hike, doesn't mention execs' huge COVID-19 bonuses",2
415,"Toyota, Honda Angry After Getting Shut Out of Electric Car Tax Credit | The Motley Fool",1
416,White House projects $1 trillion deficit for 2019,0
417,President Biden to sign executive order to ban investment in 59 Chinese defense and tech firms,0
418,New York Fed extends daily repo operations to November 4,1
419,Amazon will pay $0 in federal taxes this year,1
420,The enduring triumph of Chimerica,2
421,Economics After Neoliberalism: Economics without politics denies important realities about public life,1
422,Elon Musk gives about $5.7 billion in Tesla stock to charity,1
423,Elizabeth Warren’s Theory of Capitalism,1
424,"The greater the income inequality in a country, the likelier parents there are to push their kids to work hard",0
425,Trump Says He’s Exploring ‘Various Tax Reductions’ and the Economic Data He Loves Shows Why,1
426,"In China’s Surging Property Market, Falling Rents Point to Economic Pain - WSJ",1
427,Reasons why you should not save money,1
428,"The 'Trump effect' is slowing progress on climate change, but investors are fighting back and winning",0
429,"Without Additional Aid to State, Local Governments, Over 5 Million Workers Could Lose Jobs by End of 2021, Economic Analysis Shows",1
430,"Daddy’s girl: Daughters, managerial decisions, and gender inequality",1
431,"World Bank Warns Food, Gas Prices May Not Lower Before Mid-2022 Due to Rising Energy Costs",2
432,Macroeconomic Effects of the $1.9 Trillion Biden COVID Relief Plan — Penn Wharton Budget Model,1
433,Retail Carnage Continues: Forever 21 Bankruptcy Expected By Sunday,1
434,Why Fed's Powell still thinks high inflation is 'temporary',1
435,"Myanmar economy losing momentum, IMF warns",0
436,Economics actually works!,1
437,Market consistently underestimates Fed rate hikes,0
438,"Onward and Upward: Annual US Home Price Appreciation in 2020 Outpaced 2019 Levels by 50%, CoreLogic Reports",1
439,"Don’t Overlook Minimum Wage’s Negative Effects: They fall disproportionately on immigrants, inner-city minorities, and young people.",0
440,'Bond King' Jeffrey Gundlach says the national debt is 'totally out of control',0
441,Israel Mulling Tourist Tax,1
442,In recent years. Globalization has entered a new phase driven by structural shocks from financial crises to the undermining of representative democracy.,1
443,"Millennials with college education reported making $36,000 in 2018 vs. Baby Boomers at the same age who reported making $38,900 in 1982",1
444,Research Study on Ongoing Crime Spree by Wall Street Mega Banks Gets News Blackout: Here’s Why,1
445,Boeing aircraft cancellations continue to outpace new orders,0
446,Repo Meltdown Shows Budget Deficit Has Limits,1
447,How India can overtake China in economic growth,2
448,Plunging Renewable Energy Prices Mean U.S. Can Hit 90% Clean Electricity By 2035 - At No Extra Cost,1
449,The Mighty U.S. Consumer Is Struggling,1
450,An MIT economist says the US has regressed to a developing nation status,1
451,OECD to end Russia accession process over invasion of Ukraine.,1
452,"""The Development of Economic Doctrine: An Introductory Survey"" (a book I just scanned from 1931, in its 1980 second edition, PDF format)",1
453,"FTD Files for Bankruptcy, Will Sell Assets",1
454,NYC businesses told to pay up after not accepting cash,1
455,AQR Head of Machine Learning Marcos Lopez de Prado to Leave,1
456,"One of the world’s largest banks thinks the writing is on the wall for the oil industry: ""We think the economics of renewables are impossible for oil to compete with.""",1
457,"47,000 gas bill delay requests across Japan hint at widespread pandemic-related poverty",1
458,Swiss inflation unexpectedly slows in September,0
459,The Trickle Up Economics of Government Debt,1
460,Survey: Most Economists See Strong Growth for Remainder of 2021 and Into 2022 | Economy | US News,1
461,Car industry woes weigh on Germany’s prospects,0
462,"U.S. Jobless Claims Pull Back More Than Expected To 326,000",1
463,Impossible Foods CEO promises kids they can beat him up if they're still eating dead animals in 2035,0
464,"The Fed will cut rates by a quarter point this month, not a half point, WSJ says",0
465,Southwest Says Boeing Did Not Disclose Safety Issue...,1
466,A Wake-Up Call for Grads: Entry-Level Jobs Aren’t So Entry Level Any More,1
467,China's crackdown on 'powerful' tech giants may be a 'terrible own goal',0
468,Evergrande will pay its next coupon and China believes the crisis is under control,1
469,Real-Time Market Monitoring Finds Signs of Brewing U.S. Housing Bubble,1
470,Tesla’s Elon Musk Really Doesn’t Like Biden’s Spending Bill,1
471,"Mississippi casinos are setting revenue records, outpacing pre-COVID numbers........this record increase on casino revenue is a nationwide phenomenon in virtually every gaming jurisdiction with sports betting seeing huge increases as well. What does this say about the USA considering inflation?",2
472,29% of Americans are considered 'lower class',1
473,Crack open an iPhone and you’ll begin to see why President Donald Trump’s ongoing trade war with China doesn’t make sense,0
474,Credit Card Swipe Fees Continue to Threaten Small Businesses. Congress Should Act.,0
475,When Environmental Regulations Backfire,0
476,Fewer international students studying in the U.S. cost the country $1.8 billion last year,0
477,"Column: Amid coronavirus pandemic, Trump tariffs raise cost of masks, other medical supplies",0
478,"As China’s Virus Cases Reach Zero, Experts Warn of Second Wave",0
479,"Trading Tax Would Be ‘Devastating,’ High-Speed Advocates Say",0
480,Japan’s Statistics Scandal: The Need for New Approaches,0
481,U.S. air travel falls for first week since April as coronavirus cases spike,0
482,More Americans have $1 million saved for retirement than ever before,2
483,Lyft goes ahead of Uber in the IPO game,2
484,China gorges on American grain-fed beef amid shrinking supplies from Down Under. Beef imports from the U.S. have grown nine times in the first eight months of 2021. Beef imports from Australia in the first eight months fell to half of what they were in the same period last year,1
485,HP is buying gaming accessory brand HyperX for $425 million,2
486,London handbag company recycles fire hoses into fashion accessories,2
487,"Corporate Profits Are Down, But Wages Are Up: As a share of GDP, companies are bringing in less while workers take home more.",1
488,Big Cable to Lose $264 Million in Revenue from Hidden Fees This Year Just from Customers That Left in Q1,0
489,Student Loan Relief For 1 Million More Borrowers — After Biden Cancels $2.3 Billion Of Student Loans,2
490,Pelosi says proposal to take debt ceiling authority away from Congress 'has merit',2
491,New Kent woman who helped journalists expose financial corruption may soon be imprisoned,1
492,Capital One is the first big bank to get rid of overdraft fees,2
493,"The Fed has signalled an inflection point: US taper may be steeper, and its first rate rise sooner, than expected",0
494,China to wean off US key Technologies by 2025 due to trade war,1
495,Federal Reserve takes additional actions to provide up to $2.3 trillion in loans to support the economy,2
496,Manufacturing sector contracts for the first time in nearly a decade,2
497,Ireland: Operating A Cryptocurrency Company Without Registration With The Central Bank Is A Crime,0
498,Progressive Website ThinkProgress Is Shutting Down Because Nobody Wants To Buy It,0
499,A Key Gauge of Future Inflation Is Easing,2
500,Executive says Exxon will be focused on hydrocarbons 'for a long time',2
501,T-shirts and jeans may get more expensive as cotton prices hit 10-year high,0
502,"The Folly of Protectionist Tariffs — Trump Trade War Will Hurt Poor, Working-Class Americans Most",0
503,"When planning for the next recession, economists say, don't fret about debt",2
504,Chobani Yogurt announces it will pay off all of Rhode Island Warwick School District's lunch debt,2
505,U.S. to approve Huawei sales where there is no threat to national security,2
506,"Biden calls for an end to Russia's 'most favored nation' trade status. President Biden on Friday called for the U.S. to revoke Russia’s “most favored nation” status, which would downgrade Russia as a trading partner and open the door to damaging new tariffs on Moscow over its invasion of Ukraine.",1
507,"Fed Chair Powell notes 'highly uncertain' Ukraine impact, but says rate hikes are still coming",1
508,"AP News: Live updates: European Union freezes assets of Putin, Lavrov",1
509,Florida Is the Big Winner as the Wealthy Move Out of Northern States,2
510,"Contact Lens Start-Up, Big on Social Media, May Be Bad for Eyes, Doctors Say",0
511,China’s central bank signals easing as recovery risks mount,2
512,Swiss banking giant UBS fined more than $5 billion in fraud case,1
513,Eurozone inflation hits a record high of 4.9 percent - New York Times,1
514,"Oil set to ‘crater’ Monday as OPEC meeting delayed, tensions flare between Saudi Arabia and Russia",1
515,Amazon cuts off three delivery companies publicly linked to deaths,1
516,Racial Disparities in the Paycheck Protection Program,0
517,China plans bigger tax cuts in 2022 to prop up slower growth,1
518,"Hertz Corp. is battling hundreds of customers who say they were falsely arrested for auto theft after renting cars from the company, and was ordered by a federal judge to disclose how many renters it accuses every year",1
519,China has a negative list of industries that foreign companies are restricted in controlling ownership. The 18 industries are listed the comments.,1
520,Hipgnosis aims to raise £150m to buy more of ‘most influential songs of all time’,2
521,"Fed’s Brainard Says Banks Likely to Need Direction From Regulators on Managing Climate Risks. ‘Climate change could have profound consequences’ on economic activity, says Fed governor.",1
522,The Amazon Influencer Programme is bringing up sales of ordinary household items by up to 30%,2
523,Netflix (NFLX) Stock Plunges as US Customers Fall on Price Hike,0
524,Zuckerberg says Facebook will sue to stop EU’s global content takedowns,1
525,The Delta variant hit the US economy hard. Will Omicron pack a similar punch?,1
526,Chick-fil-A no longer in plans for Buffalo airport due to LGBTQ issues,0
527,Why super apps are proliferating across emerging markets,2
528,"Inflation is surging, and corporate pricing is, too",1
529,"Two words ""Keystone Economics"" Could be the missing key to why things are not going our way.",0
530,"U.S. campaign against Huawei appears to be working, as Chinese tech giant loses sales outside its home market",1
531,"Consumers Are At Tipping Point, So Prepare For Bear Stock Market And Recession",0
532,"Delta variant of Covid-19 isn’t expected to dent robust U.S. recovery. Economists see continued spending, hiring and limited disruptions as health officials try to avoid restrictions and boost vaccinations.",2
533,CNBC: Key inflation gauge rises 3.6% from a year ago to tie biggest jump since the early 1990s,1
534,Many Politicians Claim That Increased Spending Sparks Economic Growth. Here's Why That's Misleading.,0
535,How a Trump Tax Break to Help Poor Communities Became a Windfall for the Rich,0
536,Does a high marginal tax rate stunt the growth of an economy? Billionaire Michael Dell (Dell Computers) gets schooled by MIT professor Erik Brynjolfsson,0
537,Jeff Bezos’ NASA Lawsuit Is So Huge It’s Crashing the DOJ Computer System,0
538,50% of All Bitcoins Are Subjected to Wash Trading,0
539,Apple Just Quietly Introduced a Feature to Your iPhone That Is Going to Upend This $1.7 Trillion Industry,0
540,"USA might offer tax credits to solar manufacturing companies - Solar Panels - 11¢/watt of the solar panel, Solar Cells -4¢/watt of the solar cell, Solar Wafers -$12 per square meter, and Polysilicon at - $3 per kg",2
541,Dividend payments plunge by $42.5 billion in worst quarter for income investors since financial crisis,0
542,Mark Cuban: Libra Cryptocurrency Is A ‘Big Mistake’,0
543,"Can $500 a Month Change Your Life? - A California-based experiment in universal basic income considers the mundane, and potentially transformative, power of a little extra cash.",2
544,EU and Mercosur group agree draft free-trade deal,2
545,"Benefits of clean energy tax credits far outweigh costs, new analysis finds",2
546,"Tesla analyst cuts Model 3 forecast, now sees bear market in stock ahead",0
547,"NPR episode on sexism on EconJobRumors. Featuring clueless mansplaining (""you're not smart enough to understand why that paper is invalid')",0
548,Rwanda just released the first smartphone made entirely in Africa,2
549,"Popular café called 'Nice Baps' turns down £750,000 buyout bid from Costa Coffee",1
550,Bezos-backed Rivian revs up for $65bn valuation in IPO,1
551,Trump says tariffs on China will be increased to 25% as trade talks stall,0
552,"Following social media pressure, McDonald's joins companies suspending business in Russia | CBC News",2
553,Why It’s So Hard for Startups to Create Wealth in Europe,0
554,Opinion: Social Security could be insolvent within 8 years,0
555,China is lowering tariffs on other countries amid trade war with the US,1
556,"Bill in Congress would guarantee $1,200 monthly checks for Americans",2
557,"$15 minimum wage would boost pay for 17 million but 1.3 million would lose their jobs, CBO says",1
558,"The UK Government caught recklessly spending again in times like Brexit, financing the UK space agency. Their goal was “to create hundreds of new regional jobs"" Instead they're giving away space-related contracts to non-UK entities.",0
559,'Are we crazy?' — Cramer says this is not the time to start a trade war with China,0
560,Billionaire investor Stanley Druckenmiller dumped Facebook parent Meta before its one-day $230 billion wipeout — and took stakes in Snap and Chevron,0
561,Jay-Z Invests In Vegan Cheese Company With Chris Paul; Helps Misha's Kind Foods Raise $3 Million,2
562,"TikTok bans children from the popular lip-syncing app after $5.7 million fine - The app, formerly called Musical.ly, was hit with the largest fine ever under a privacy law meant to protect users under 13.",2
563,Consumer prices rose at the fastest pace since 1982.,0
564,"Burned in 2008, Americans Are Refusing to Tap Their Home Equity",0
565,China Unveils New Rules Targeting Anticompetitive Practices by Internet Companies,2
566,Nestle suspends capital investment in Russia,2
567,"Inflation: largely transitory thus far, but other risk factors also present",0
568,"AT&amp;T Has Now Eliminated 41,000 Jobs Since Its $42 Billion Trump Tax Cut",0
569,Why America's Labor-Shortage Will Drive Inflation Higher,0
570,Trump Gives World’s Worst Economist the Presidential Medal of Freedom,0
571,New US Fed Announcements Have Lowered Chances of Their Own Targets Being Hit,2
572,Wells Fargo Rejected Half Its Black Applicants in Mortgage Refinancing Boom,0
573,New Data Analysis of U.S. ‘Oligopoly Problem’ Reaffirms Antitrust Push: UMD Economist,2
574,Marlboro boss calls for a 2030 cigarette ban in some countries,2
575,Vietnam Plans to Cut U.S. Pork Tariffs as Trade Tensions Ease,0
576,Can China’s outsized real estate sector amplify a Delta-induced slowdown? by Kenneth Rogoff,1
577,Is the Great Stagnation Finally Coming to an End?,2
578,Amazon facial recognition ban won just 2% of shareholder vote,2
579,How data drives Uber’s efficient but controversial business model. Uber has been staffing up economists,0
580,U.S. telecom regulator circulates Boeing satellite plan for approval,2
581,Self-interested G7 leaders unlikely to save the world from the next economic crisis,0
582,FDA committee votes against Eli Lilly cancer treatment over concerns trials conducted only in China,0
583,Accounting firm: Trump financial statements aren't reliable,0
584,Why China is best positioned to help Afghanistan reconstruction - Global Times,1
585,The market for antidepressants has doubled (from USD 14B to 28B),0
586,Noam Chomsky: Trump’s “Economic Boom” Is a Sham,0
587,"Don’t let ‘blockbuster’ job numbers fool you, Canada is one rung away from recession",0
588,How economists helped Big Oil obstruct climate action for decades,0
589,Many Hospitals Charge Double or Even Triple What Medicare Would Pay,0
590,Democrats Propose Tax on Large Oil Companies’ Profits,2
591,Census: Rural America shrinks as people flock to big cities,1
592,Digital Currencies Pave Way for Deeply Negative Interest Rates - WSJ,0
593,"California exodus intensifies as retirees, teachers, musicians seek cheaper, less-crowded pastures",0
594,"Michael Burry: Bitcoin Will Be Destroyed, Inflation Breaks Out, Countries Need To Maintain Their Currencies",0
595,Generational Wealth Inequality,0
596,US unemployment reaches lowest since 1969 despite slowing job growth,2
597,Economy Is Going to Hit an Iceberg in 10 Days,0
598,"Fed Vice Chair Clarida anticipates rate hikes starting in 2023, sees upside risks to inflation",1
599,Democrats Choosing Less Risky Path on Drug Prices,2
600,Commentary: The Real Reason for Income Inequality? The Fed,0
601,Evergrande averts default as it pays overdue interest but faces deadline on another US$366 million before year-end,1
602,Facebook is ‘pausing’ work on Instagram Kids app amid growing scrutiny,2
603,Crippling lockdown costs Australian economy $1b a week - NZ Herald,0
604,"Penguin books executive admitted that the e-books hype may have driven unwise investment, with the company losing too much confidence in “the power of the word on the page.”",1
605,"Workplace Raids Increase Under Trump Administration, Few Companies Prosecuted",0
606,Trump suggests September trade talks with China may not take place,0
607,Ruble in trouble: Russian currency plummets amid Ukraine war sanctions,2
608,China Orders Five Airlines to Halt Some Flights on Virus Cases - BNN Bloomberg,0
609,Wheat prices hit 14-year highs after Russian invasion of Ukraine | CBC News,0
610,CBO forecasts unprecedented debt levels as America ages,0
611,U.S.-China trade war to push companies to Taiwan: think tank,0
612,Walmart Got a $10 Billion Surprise After Buying Flipkart,2
613,Climate change is costing the Air Force billions,0
614,40 million Americans struggle to put food on the table,0
615,Denser Housing Is Gaining Traction on America’s East Coast | Maryland joins Virginia with a new proposal to tackle the affordable housing crisis. And it’s sweeping in its ambition.,2
616,Dollar Tree is raising its prices for good | New Pittsburgh Courier,0
617,Reforms to African agriculture markets didn’t help farmers or consumers as intended. The reason seems to be with how intermediary traders set prices.,0
618,U.S. jobless claims fall in sign of labor market strength,2
619,AT&amp;amp;T cancels preorders for Samsung Galaxy Fold but patents a stretchable phone,0
620,The Resilience of Costco,2
621,The Netherlands Surpasses Wildest Predictions For Tesla Mode,2
622,Russia in control of nuclear plant in Ukraine - report,0
623,Central Bankers Are Spooked by Signs That Inflation Is Lingering for Longer,0
624,Chinese developer Fantasia misses repayment deadline,0
625,EV maker Rivian prices IPO above range to raise over $10 bln -sources,2
626,Amazon Stock Loses $130 Billion In Market Value After $885 Million Fine And Disappointing Earnings Report,0
627,Homebuilder confidence index takes biggest one-month dive in its history as coronavirus slams economy,0
628,"Investors Should Worry If Climate Goals Are Missed, Mercer Warns",0
629,Uber revamps driver pay algorithm in large U.S. pilot to attract drivers,2
630,Terrifying Consequences and Terrific Costs of the so-called 'War On Terror': Eight Trillion Dollars Sadistically Squandered and Nearly One Million Victims of Institutionalized Violence,0
631,"The Cost of Financialization-Globalization: You Lost $500,000 and Gained $137.13",0
632,"Snapback to higher bond yields? At least five years, strategists say",1
633,"There's a 35% chance that the S&amp;P 500 could fall into a bear market, Bank of America says",1
634,A new generation of climate fintech startups,2
635,The Numbers Are in: Social Security Robs the Working Poor,0
636,Beijing stays out of Evergrande’s financial crisis at risk to markets,1
637,Zillow’s Algorithm-Fueled Buying Spree Doomed Its Home-Flipping Experiment,1
638,"Conservatives, how are you going to pay for the $19B a year in reduced government revenue?",0
639,Bruegel: Why China should fear the EU’s carbon border tax,2
640,US business pushes Biden for a China trade deal,1
641,"""We can say the accessible funds to the Taliban are perhaps 0.1-0.2% of Afghanistan's total international reserves. Not much,"" tweeted Ahmady, who also warned of sharp inflation and a depreciation of the national currency...",1
642,Global stocks sell off as Evergrande crisis intensifies,0
643,Appsflyer Jumps from $1M Annual Turnover to $130M,2
644,"PwC tells 40,000 US staff they can work remotely permanently",2
645,"China's inflation slows, leaving room for policy easing",1
646,Trump’s company could save millions if interest rates fall as he demands,1
647,Rents are going through the roof across much of the U.S.,0
648,"US: Rising bond yields, a concern for equity investors?",1
649,"Reuters: China's Aug export growth unexpectedly picks up speed, imports solidly up",1
650,Hong Kong protesters are calling for massive ATM withdrawals in an economic warning to China,1
651,Even a wealth tax won't level income inequality,0
652,"Federal Reserve holds interest rates steady, says tapering of bond buying coming 'soon'",1
653,This Danish bank is offering mortgages with a negative interest rate,1
654,Opinion | How to Tax Our Way Back to Justice: It is absurd that the working class is now paying higher tax rates than the richest people in America.,0
655,Opioid talks at impasse; Purdue bankruptcy filing expected,0
656,U.S. states are bleeding cash as pandemic drags on with no stimulus in sight,0
657,White House has reportedly discussed a Fed governor rotation to curb Powell's power (#TrumpRecession),1
658,India’s government is scrambling to revive the economy,0
659,Young American Adults Top $10 Trillion in Assets for First Time,2
660,More than 3 Million Americans Lost Their Jobs Last Week. See Your State.,0
661,US Treasury Secretary Steven Mnuchin: I Have 'Very Serious Concerns' About Facebook's Libra,0
662,The science of networking. A study found that catching up with colleagues in different departments was linked to salary growth and employee satisfaction,1
663,Wall Street Banks Warn Their Trading Boom Is Over,0
664,Joe Manchin wants to limit who can get child tax cuts — and block retired guardians from getting any,0
665,China calls for curbs on ‘excessive’ income and for the wealthy to give back more to society,2
666,Doctor's world-first eye test - using a 5G smartphone,2
667,Putin’s War Ushers In Crisis for Russia,0
668,"Mortgage rates are around the lowest in three years, but buyers are suddenly much more cautious about purchasing a home. Competition is cooling, and consequently sellers can no longer command any price",1
669,KPMG accused of giving 'false and misleading' information to regulator,1
670,"GOP’s Response to Inequality Crisis? More Tax Cuts for the Rich, of Course.",0
671,"Stocks Fall, Oil Leaps as Ukraine Crisis Deepens",0
672,Developing nations suffer from extreme freight rates,1
673,"The European Central Bank cut rates to a surprise record low, and launched a sweeping round of stimulus",2
674,"The New Capitalism Is Looking a Lot Like the Old Capitalism — Dozens of CEOs questioned over Business Roundtable statement — Critics point to rising inequality, climate change concerns",1
675,"U.S. jobless claims show surprise gain, well above expectations",0
676,A Wave of Bankruptcies and Foreclosures Appears to be Building,0
677,"Instead of competing with Amazon, a Seattle man realized his local shops were harmfully competing against each other with their own sites. He built a free extension that pulls together inventory from 1,000+ small stores so locals can shop them at the same time. Stores aren't charged fees of any kind",2
678,Davos panel on inequality becomes discussion about the very rich ‘paying their fair share'.,2
679,"NY Fed Quarterly Report on Household Debt and Credit. 2019Q1 (Released May 14, 2019). Aggregate household debt balances ticked up in the first quarter of 2019 for the 19th consecutive quarter, and are now $993 billion (7.7%) higher than the previous (2008Q3) peak of $12.68 trillion.",0
680,"Price of Gold Fundamental Daily Forecast – Lower for the Year, Vulnerable to Steep $15 – $20 Break",0
681,American companies with the worst reputations,1
682,Escalated Russia-Ukraine conflict would keep inflation higher longer -IMF,0
683,UK set to formally apply for trans-Pacific trade bloc membership,2
684,The U.S. Trade Deficit Dropped More Than Expected In January,0
685,"Fred's, a 72-year-old discount chain, is closing all of its roughly 300 remaining stores and going out of business. The chain had as many as 557 stores earlier this year.",0
686,FICO introduced a new credit measure yesterday,0
687,Chinese authorities have told Evergrande's billionaire founder to use his own money to pay down the company's $300 billion debt,0
688,Explainer-U.S. gasoline prices could fall below $3 if oil market sustains losses. Why is $5 the new normal?!…,2
689,"Big restaurant chains get small business aid, sparking backlash",2
690,Senator Who Wrote Controversial Crypto Tax Rule Proposes Modest Revision,2
691,People not looking for work because of COVID-19,0
692,Farmers Say Trump’s $28 Billion Bailout Isn't a Solution,0
693,Your delivery orders are making restaurants mad. Now they're fighting back,1
694,Prosecutors find Uber not criminally liable in 2018 Arizona self-driving crash that killed a pedestrian,1
695,How economically damaging will new lockdowns be? | Less severe than last time—but still very painful,1
696,Ken Griffin’s Citadel Securities sells $1.15bn stake to Sequoia and Paradigm,2
697,Israeli cannabis firm to list on London Stock Exchange,2
698,PM sees India as USD 10-trillion economy with countless startups,2
699,China Weighs Unprecedented Penalty for Didi After U.S. IPO,0
700,Brazil Set for Biggest Rate Hike Since 2003 as Economy Reopens,0
701,Gig economy workers hail ‘landmark’ push to make them employees,2
702,"Trump will end Iran sanctions waivers, seeking to drive its oil exports to zero",0
703,KKR makes non-binding $12 bln takeover proposal for Telecom Italia,2
704,"The pandemic hurt low-wage workers the most—and so far, the recovery has helped them the least",0
705,IMF to issue downbeat outlook as spectre of stagflation looms,0
706,25 percent tariff on all imports from China would shave 1.5 percentage points off Chinese growth and slash U.S. real GDP by 2.6 percentage points and cost the economy 3 million jobs by the final quarter of 2020.,1
707,Automation and New Tasks: How Technology Displaces and Reinstates Labor,2
708,"College Students Are Hungry and Homeless—and Not Getting Enough Help | With no federal assistance in sight, colleges are scrambling to fill the void with food pantries and vouchers. But the patchwork approach only goes so far.",0
709,"‘Maxed out’: 48% of Canadians on brink of insolvency, survey says",0
710,"NYSE Reverses Itself Again, Moving To Delist 3 Large Chinese Telecoms",0
711,"In reversal, Trump says he is no longer looking at a payroll tax cut",2
712,"New Stores Are Still Opening, Retail Hiring At Record Pace",2
713,Fed Chairman Powell says he doesn't expect recession,2
714,U.S. Chamber of Commerce says the U.S. is being left behind after Asia forms RCEP trade bloc,0
715,"Smaller packs, same price: curse of ‘shrinkflation’ hits shoppers’ baskets",0
716,China pulls WTO suit over claim to be a market economy,0
717,Crash course in Xi's Chinese Fourth Plenum,1
718,Texas Bitcoin Mining Startup Gets $50 Million From Peter Thiel to Steal China’s Crypto Crown,2
719,Americans Haven’t Been This Down on Housing Market Since 1982,0
720,Crypto traders want payback after losing millions to Binance glitches,0
721,Germany: Worrying developments,0
722,No crowds as Apple's iPhone 11 hits stores in China,0
723,Boeing Expects a $5.6 Billion Hit for 737 Max Disruptions,0
724,Rival Emerges to Lithium-Ion Batteries: New Potassium Metal Technology,2
725,Hut Group founder Moulding to give up golden share in bid to restore City confidence,2
726,EU: Nu variant concerns prompt tightening of travel restrictions as delta wave continues to worsen,0
727,China’s November Exports and Imports Hit New Records on Strong Demand - Bloomberg,2
728,Elon Musk tweets to ask if he should sell some Tesla stock,0
729,"120 million workers will need to be retrained due to AI, says IBM study",0
730,Review: A deep new history of Tesla takes the shine off Elon Musk,0
731,"China’s Property Market, Once a Lifeline, Now Carries Economic Risks",0
732,The Only Way Is Down for Central Bankers Already at Peak Rates,0
733,President Trump says he supports a bailout for Boeing,2
734,Walmart winds down Jet.com four years after $3.3 billion acquisition of e-commerce company,2
735,"For the First Time Ever, Mortgage Bonds Are Being Sold at a Negative Rate",2
736,Russia to pay off foreign debt in Chinese yuan: Official,1
737,Stolen Data of 533 Million Facebook Users Leaked Online,0
738,"UK wages flatline as robots take skilled jobs, pushing workers into low-paid roles",0
739,"Rising Crime Is a Threat to Swedish Businesses, Group Warns",0
740,Weekly Macro Summary 3/24/19,0
741,What Federal Reserve tapering means for markets,0
742,"Just Ahead of Labor Day, Trump Floats Tax Cut Condemned as 'Pure Giveaway to Wealthy'. ""Apart from just sending millionaires checks, it's hard to think of a tax cut more targeted to the ultra-rich.""",0
743,"If You Can’t Afford the Rent, It’s My Problem, TooImproving the quality of life in cities matters to more than just the people who live in them.",0
744,Prices Are Going Up. Will It Last?,0
745,"A bar worker in Ireland quit, and the owner paid their final paycheck with a giant bucket of 5 cent coins.",0
746,Behavioural responses to a wealth tax (University of Warwick Economics),0
747,LV= members block US private equity takeover,2
748,Census: Relief payments staved off hardship in COVID crash,0
749,India's $10 trillion target | Forbes India,2
750,Brexit has cost Britain nearly 2.5 percent of GDP - Goldman Sachs,2
751,"Two billionaires explain why they shouldn't pay more taxes, unlike you poor saps",0
752,US Treasury says it is gearing up to issue a 50-Year bond,0
753,U.S. to Delay Some China Tariffs Until Stores Stock Up for Holiday Shoppers,0
754,Why rent control isn’t working in Sweden,0
755,Malaysian worker at large after US$13 million in cash goes missing at South Korean casino .,1
756,The McDonald’s Ice Cream Machine Hacking Saga Has a New Twist,0
757,Bank of Japan considers launching its own digital currency (CBDC). It would be the first central bank in the world doing so.,0
758,"The City That Apps Built, or Destroyed: An unprecedented analysis of who is buying San Francisco property",2
759,Treasury nominee Yellen says U.S. can afford higher corporate tax rate if it coordinates with other countries,1
760,"Private companies added 330,000 jobs in July, according to ADP, far short of the 653,000 estimate",2
761,Amazon.com defeats IRS appeal in U.S. tax dispute,1
762,Browder Says Europe May Be Looking at $1 Trillion in Dirty Money,2
763,"America risks doing too little, not too much, to save the economy",1
764,"America's middle class is indeed 'hollowing out', but it's because they're moving up.",2
765,"Trump’s trade war comes for consumers: Tariffs could cost U.S. families up to $1,000 a year, JPMorgan forecasts",1
766,Invitation Homes CEO says he’s not worried about a housing bubble despite price spikes. Here’s why,2
767,"Purdue Pharma offers $10-12B to settle 2,000+ opioid lawsuits",0
768,Opinion | How Many People Are at Risk of Losing Their Homes in Your Neighborhood?,2
769,"3 million Americans skip mortgage payments, but Fannie Mae and Freddie Mac will cut mortgage servicers a break",1
770,"Inflation by City, from Hot to Cool, from San Francisco to Chicago",0
771,China moves to protect food delivery drivers from digital exploitation,0
772,Trump Says a Recession Isn’t Possible Because Everyone Is Rich,2
773,EXPLAINED : India Slips 10 Places On WEF's Global Competitiveness Index || What Does It Mean? Should We Even Care?,2
774,Big Short’s Michael Burry Reveals His Picks of Undervalued Japanese Companies,2
775,Funds managing US$2tril urge cement makers to act on climate impact,0
776,White House Announces $16 Billion In Aid To Farmers Hurt By China Trade Dispute,2
