sentiment,id,title,score,external_url,author,submitted_time
1,cz3gmu,Auto sector slowdown: Too many cars; too few buyers,71,https://www.dkoding.in/business/industry/auto-sector-slowdown-too-many-cars-too-few-buyers/,DkodingOfficial,1567509361
2,axzbp2,"'Amazon Doesn't Need The Money': In The D.C. Region, Resistance Is Growing To Tax Breaks For HQ2",631,https://wamu.org/story/18/07/19/amazon-doesnt-need-money-d-c-region-resistance-growing-tax-breaks-hq2/,reddfeathers,1551882020
1,d0o0mt,Progressive Website ThinkProgress Is Shutting Down Because Nobody Wants To Buy It,6,https://dailycaller.com/2019/09/06/progressive-website-think-progress-shut-down/,qw1952,1567810551
1,bgt9mv,The Bullshit of Intrapreneurship - outBOXidea,8,https://outboxidea.net/en/the-bullshit-of-intrapreneurship/,wagner3m,1556104079
1,au4upw,Trucking company to lay off more than 400 workers,22,https://cdllife.com/2019/trucking-company-to-lay-off-more-than-400-workers/,thinkB4WeSpeak,1550986366
3,ce3sq4,Ackman’s London-Listed Pershing Square Gets Its Own Activist,30,https://www.bloomberg.com/news/articles/2019-07-16/ackman-s-london-listed-pershing-square-gets-its-own-activist?srnd=premium-europe,Beren-,1563314645
3,t3x45k,"Analysis: After sanctions barrage, Russia's emerging market allies explore workarounds",1,https://www.reuters.com/business/after-sanctions-barrage-russias-emerging-market-allies-explore-workarounds-2022-02-28/,Motor-Ad-8858,2022-03-01
3,ory41y,A Key Gauge of Future Inflation Is Easing,1,https://www.wsj.com/articles/a-key-gauge-of-future-inflation-is-easing-11627291800,olusknox,2021-07-26
2,cznahx,Mainstream media &amp; politicians (e.g. Kamala Harris) are still talking about the Gender Pay Gap -- Anything to it?,5,https://medium.com/@centerissexy/gender-pay-gap-a-moral-issue-or-moral-panic-27f11b1529dd,centerissexy,1567615074
3,qhpshd,Executive says Exxon will be focused on hydrocarbons 'for a long time',1,https://www.reuters.com/business/energy/executive-says-exxon-will-be-focused-hydrocarbons-for-long-time-2021-10-28/,Carlsson389,2021-10-28
3,c5nw8e,India Issues New Tender for Solar Power Equipment Factories - Bloomberg,52,https://www.bloomberg.com/news/articles/2019-06-26/india-issues-new-tender-for-2gw-solar-power-equipment-factories,Spinach_Feta_Wrap,1561542804
2,pei5ht,New Zealand deals with first Pfizer vaccine related death. Puts on Pfizer anyone?,1,https://patrioticbets.com/2021/08/30/new-zealand-deals-with-first-pfizer-vaccine-related-death-puts-on-pfizer-anyone/,patrioticbets,2021-08-30
2,hf3qt8,Volatility trades are the toxic subprime mortgages of the Covid Crash,13,https://www.institutionalinvestor.com/article/b1m6kkzscgqrl0/How-to-Lose-a-Billion-Dollars-Without-Really-Trying,MsMittens,1593014902
2,bgq5z0,"Rich countries tend to have a bigger middle-class, except the USA",2023,https://kyso.io/eoin/rich-countries-tend-to-have-a-bigger-middle-class-except-the-usa,lordhersch,1556079060
2,dbveko,What is a $15 wage really worth? Depends where you live,5,https://www.pewresearch.org/fact-tank/2018/10/10/the-real-value-of-a-15-minimum-wage-depends-on-where-you-live/,rhuerta07,1569945379
1,dkzq5r,"When Medical Debt Collectors Decide Who Gets Arrested - Welcome to Coffeyville, Kansas, where the judge has no law degree, debt collectors get a cut of the bail, and Americans are watching their lives — and liberty — disappear in the pursuit of medical debt collection.",716,https://features.propublica.org/medical-debt/when-medical-debt-collectors-decide-who-gets-arrested-coffeyville-kansas/,speckz,1571660465
2,kvzoq9,"Exclusive: Biden to name Gary Gensler as U.S. SEC chair, sources say",2,https://www.reuters.com/article/usa-biden-sec/exclusive-biden-to-name-gary-gensler-as-u-s-sec-chair-sources-say-idUSL1N2JN2HL,1to14to4,1610482539
1,q2kms4,T-shirts and jeans may get more expensive as cotton prices hit 10-year high,14,https://edition.cnn.com/2021/10/05/investing/cotton-prices/index.html,faded_aura,1633527430
2,btgjw3,The Trade War between the U.S. and China: A Prisoner’s Dilemma,15,http://blogs.cornell.edu/info2040/2018/09/20/the-trade-war-between-the-u-s-and-china-a-prisoners-dilemma/,RichKatz,1558924069
2,ddjrma,PG&amp;E says it has $34.45 billion in debt financing for reorganization,153,https://www.reuters.com/article/us-pg-e-us-bankruptcy/pge-says-it-has-34-45-billion-in-debt-financing-for-reorganization-idUSKBN1WJ2CG,GodOfDarknessWine,1570258436
2,gyv8a1,EY Fights Fires on Three Audit Cases That Threaten its Global Reputation,82,https://www.ft.com/content/576e4c7f-93e5-4e8a-b5ba-5e1161533c5a,Beren-,1591604027
2,at7z4p,Myth of Nordic Socialism,71,https://www.forbes.com/sites/jeffreydorfman/2018/07/08/sorry-bernie-bros-but-nordic-countries-are-not-socialist/,NoahEric123,1550780763
3,po6rgi,Amazon hikes starting pay to $18 an hour,1,https://www.reuters.com/business/exclusive-amazon-hikes-starting-pay-18-an-hour-it-hires-125000-more-logistics-2021-09-14/,BlankVerse,2021-09-14
2,pljebk,"Fed’s Kaplan, Rosengren to Sell All Stocks Amid Ethics Concerns",1,https://www.bloomberg.com/news/articles/2021-09-09/fed-s-kaplan-rosengren-to-sell-all-stocks-amid-ethics-concern,kewlwin,2021-09-10
2,d18sgn,"Global Digital Banking; Interview With Jason Blick, the CEO of EQIBank.",28,https://www.techbullion.com/interview-with-jason-blick-the-ceo-of-eqibank/,Gewdjohb,1567934551
1,tbg90h,"In first months since passage of St. Paul’s rent-control ordinance, housing construction is way down | MinnPost",1,https://www.minnpost.com/cityscape/2022/03/in-first-months-since-passage-of-st-pauls-rent-control-ordinance-housing-construction-is-way-down/,JamesMcGillEsq,2022-03-11
1,bp0u40,"The Folly of Protectionist Tariffs — Trump Trade War Will Hurt Poor, Working-Class Americans Most",2,https://www.nationalreview.com/2019/05/trump-trade-war-china-tariffs-hurt-poor-working-class-americans/,BlankVerse,1557941409
3,bk02wb,U.S. Worker Productivity Advances at Best Rate Since 2010,13,https://www.wsj.com/articles/u-s-worker-productivity-advances-at-best-rate-since-2010-11556800550,Horace_Mump,1556830860
2,pw6gdr,China Power Crunch Is Next Economic Shock Beyond Evergrande,1,https://finance.yahoo.com/news/china-power-crunch-next-economic-210000280.html,sirboozebum,2021-09-27
2,ot5w6d,Binance CEO says he’s willing to step down as world’s biggest crypto exchange welcomes regulation,1,https://www.cnbc.com/2021/07/27/binance-ceo-says-willing-to-step-down-amid-crypto-crackdown.html,WannoHacker,2021-07-28
3,djqx1i,New York Fed Injects $104.15 Billion in Short-Term Liquidity,257,https://www.wsj.com/articles/new-york-fed-injects-30-65-billion-in-short-term-liquidity-11571318743,xcsler_returns,1571420268
2,b2wm0a,Can the 37 Year-Old Dissolution of ATT Teach Us Anything About a Big-Tech Breakup?,2,https://www.adweek.com/brand-marketing/can-the-37-year-old-dissolution-of-att-teach-us-anything-about-a-big-tech-breakup/,jonfla,1552997279
1,sod00o,Neil Young calls on baby boomers to boycott four big banks,1,https://financialpost.com/fp-finance/banking/neil-young-calls-on-baby-boomers-to-boycott-four-big-banks-after-pulling-music-from-spotify,nightscrawler44,2022-02-09
2,bamii6,"The Myth of Swedish ""Socialism"" (Spoiler Alert - its mostly Capitalism)",14,https://www.men2podcast.com/podcast/episode/24c5fb62/ep-6-the-truth-about-swedish-socialism,micksolo,1554679118
2,q9eun8,The Great Supply-Chain Massacre by Diane Coyle,1,https://www.project-syndicate.org/commentary/current-supply-shocks-and-2008-global-financial-crisis-by-diane-coyle-2021-10,zhumao,2021-10-16
2,op86bi,"Jeep Maker Splits With Economists, Seeing Inflation Clearly",1,https://www.bloomberg.com/news/articles/2021-07-21/jeep-maker-sees-inflation-clearly-in-disconnect-with-economists?srnd=premium-europe,InspiroSpiro,2021-07-22
2,svnt2a,The Bored Ape Yacht Club founders weren't doxxed,1,https://qz.com/2129867/the-founders-of-5-billion-bored-ape-yacht-club-werent-doxxed/,scottnover,2022-02-18
3,dhen4o,"When planning for the next recession, economists say, don't fret about debt",3,https://www.reuters.com/article/us-usa-economy-debt/in-planning-for-next-u-s-recession-economists-say-dont-fret-about-debt-idUSKBN1WS0FJ,FossilizedUsername,1570992381
2,bt7zcr,Colorado Caps Insulin Co-Pays At $100 For Insured Residents,31,https://www.npr.org/2019/05/24/726817332/colorado-caps-insulin-co-pays-at-100-for-insured-residents?utm_campaign=npr&amp;utm_source=facebook.com&amp;utm_medium=social&amp;utm_term=nprnews&amp;fbclid=IwAR1ggoR47MorxEauZPQJxhTr12kZqglM3s9y7nes9eNVfR_wlSqSTzoLRVk,SheetrockBobby,1558877744
2,pcljd9,Little shop of horrors – the Fed’s repo facility (RBC Capital Markets),1,https://www.rbcwealthmanagement.com/_us/static/documents/insights/file-585764.pdf?v=20210826,jacobhess13,2021-08-27
3,rd8gcm,$35tn wealth surge provides solid platform for US growth (ING),1,https://think.ing.com/articles/35tn-wealth-surge-provides-solid-platform-for-us-growth/,jacobhess13,2021-12-10
2,be9j3s,"System D: the ""underground"" free marketplace that employs 50% of the global population. It is hiding in plain sight.",4,https://internationalman.com/articles/from-the-ashes/,intlmanphyle1,1555516912
2,ccsqjl,Nygren Presentation at CFA Brazil,13,https://twitter.com/jerrycap/status/1150074873374547968?s=21,ZiVViZ,1563043034
1,cf9hdg,"Divorce Destroys Finances of Americans Over 50, Studies Show",175,https://www.bloomberg.com/news/articles/2019-07-19/divorce-destroys-finances-of-americans-over-50-studies-show?srnd=premium,mynameis_neo,1563552740
2,t3r2ll,"Trudeau announces Canada ban on Russian oil imports. “Today, we are announcing a ban on all imports of crude oil from Russia, an industry that has benefited President Putin and his oligarchs greatly,”",1,https://www.timesofisrael.com/liveblog_entry/trudeau-announces-canada-ban-on-russian-oil-imports/,dannylenwinn,2022-02-28
2,ozocpf,What would two of the world's most famous economists think about Bitcoin ?,1,https://fortune.com/2021/08/06/bitcoin-vs-dollar-currency-economists-friedrich-hayek-milton-friedman/,btc_has_no_king,2021-08-07
2,axxp3s,Global economic growth forecasts cut again by OECD,25,https://ca.reuters.com/article/topNews/idCAKCN1QN13N-OCATP?rpc=401&amp;feedType=RSS&amp;feedName=topNews&amp;rpc=401,Wagamaga,1551870762
3,bnk0p5,Chobani Yogurt announces it will pay off all of Rhode Island Warwick School District's lunch debt,383,https://www.dailykos.com/story/2019/5/9/1856583/-Chobani-Yogurt-announces-it-will-pay-off-all-of-Rhode-Island-district-s-school-lunch-debt,thatsocrates,1557627029
2,peiv9m,Pending Home Sales Fall for Second Straight Month,1,https://finance.yahoo.com/news/pending-home-sales-july-2021-140004871.html,thinkB4WeSpeak,2021-08-30
2,cfkoj9,Trump has reportedly asked aides to find a way to weaken the US dollar,525,https://www.cnbc.com/2019/07/10/trump-has-reportedly-tasked-aides-to-find-a-way-to-weaken-the-us-dollar.html?__source=twitter%7Cmain,xcsler_returns,1563620901
1,dpx7nx,Trump abandons plan to freeze fuel efficiency standards of cars.,44,https://www.theverge.com/2019/10/31/20942685/trump-fuel-efficiency-freeze-general-motors-toyota-chrysler,darthatheos,1572570436
1,crst5p,Economic Concerns Send U.S. Consumer Mood to Seven-Month Low,123,https://www.bloomberg.com/news/articles/2019-08-16/u-s-consumer-sentiment-drops-to-seven-month-low-on-trade-fears,RichKatz,1566080167
2,qqfedh,Austerity Is Murder - An Introduction To Modern Monetary Theory!,1,https://irida.tv/economics/austerity-is-murder-an-introduction-to-modern-monetary-theory-ep-4/,nimanator,2021-11-09
2,bhckez,Pharma's Secret to Lobbying for Higher Drug Prices?,4,https://www.bloomberg.com/news/articles/2019-04-25/pharma-s-charity-allies-help-its-fight-to-keep-drug-prices-high,76before84,1556219456
2,r1v9zm,Canada house prices poised to surge again despite central bank warning,1,https://www.reuters.com/markets/us/up-up-up-canada-house-prices-poised-surge-again-despite-central-bank-warning-2021-11-24/,Renxer0002,2021-11-25
2,o1wcs8,"Tasks, Automation, and the Rise in US Wage Inequality",151,https://www.nber.org/papers/w28920,zsreport,1623933846
3,cbdjra,U.S. to approve Huawei sales where there is no threat to national security,28,https://venturebeat.com/2019/07/09/u-s-to-approve-huawei-sales-where-there-is-no-threat-to-national-security/,behindthedash,1562743149
3,gumlhl,"With $22 billion plan, Israel ups 2030 renewable energy target from 17% to 30%",3,https://www.timesofisrael.com/israel-ups-2030-renewable-energy-target-from-17-to-30-at-cost-of-22-billion/,Wagamaga,1591025266
1,keo83e,54% of NY restaurants expect to close in six months,2,https://therealdeal.com/2020/12/10/54-of-ny-restaurants-expect-to-close-in-six-months/,Mighty_L_LORT,1608172144
1,q14mdj,Christmas at Risk as Supply Chain ‘Disaster’ Only Gets Worse,1,https://www.bloomberg.com/news/features/2021-10-04/out-of-stock-shortages-for-christmas-shopping-put-retailers-at-risk?sref=14Z55afH,dabirds1994,2021-10-04
2,qwx2uv,"College Majors, Occupations, and the Gender Wage Gap",1,https://www.aeaweb.org/articles?id=10.1257/jep.35.4.223,dreaded_python,2021-11-18
2,d4zyho,The Federal Reserve is poised to deliver another rate cut,9,https://edition.cnn.com/2019/09/15/investing/stocks-week-ahead/index.html,hishipupz,1568636845
3,qigaow,"Exxon posts strongest results since 2017, pledges to resume share buybacks",1,https://www.reuters.com/business/energy/exxon-mobil-posts-highest-quarterly-profit-nearly-four-years-2021-10-29/,besselfunctions,2021-10-29
3,p630u1,Meet the company making mouse meat cat treats without harming animals,1,https://www.cnbc.com/2021/08/15/meet-the-company-making-mouse-meat-cat-treats-without-harming-animals.html,lnfinity,2021-08-17
2,r31hz3,"Fed’s Bostic Plays Down Risk From New Variant, Is Open to Faster Taper",1,https://www.bloomberg.com/news/articles/2021-11-26/bostic-plays-down-risk-from-new-variant-is-open-to-faster-taper,Church_of_NIMBYism,2021-11-27
1,h7dowo,Fear of coronavirus resurgence reaches Wall Street,34,https://www.washingtonexaminer.com/news/fear-of-coronavirus-resurgence-reaches-wall-street,Sorin61,1591934927
2,cluorz,Central banks should consider giving people money,120,https://www.ft.com/content/1d1610bc-b500-11e9-b2c2-1e116952691a,xcsler_returns,1564912518
2,tbu93l,"Biden calls for an end to Russia's 'most favored nation' trade status. President Biden on Friday called for the U.S. to revoke Russia’s “most favored nation” status, which would downgrade Russia as a trading partner and open the door to damaging new tariffs on Moscow over its invasion of Ukraine.",1,https://www.cnbc.com/2022/03/11/biden-will-push-to-end-russias-most-favored-nation-trade-status.html?__source=iosappshare%7Ccom.apple.UIKit.activity.Message,GoMx808-0,2022-03-11
2,bmkb3r,U.S. trade deficit with China hits five-year low,127,https://www.reuters.com/article/us-usa-economy/u-s-goods-trade-deficit-with-china-hits-five-year-low-idUSKCN1SF1L2,genericprofile1,1557411171
1,dejgfw,"GE freezing pensions for 20,000 employees",8,https://www.marketwatch.com/story/ge-freezing-pensions-for-20000-employees-2019-10-07,thatsocrates,1570454981
3,q4s87v,136 nations agree to biggest corporate tax deal in a century,1,https://www.ft.com/content/5dc4e2d5-d7bd-4000-bf94-088f17e21936,No_Delay5284,2021-10-09
2,b576pb,Investors Ditched Shares On Monday And Fled To The Safety Of Bonds,2,https://stockmarketnews.today/2019/03/25/investors-ditched-shares-on-monday-and-fled-to-the-safety-of-bonds/,MarkAALERa,1553495736
1,dasac2,"Juul CEO is out, and it stops all advertising as vaping crisis escalates",584,https://edition.cnn.com/2019/09/25/business/juul-ceo-resigns/index.html,skivviesremitte,1569743660
2,d2z6hk,President Trump said Wednesday that the U.S. will delay an upcoming increase in tariffs on $250 billion worth of goods from China at the request of Beijing.,4,https://thehill.com/homenews/administration/461016-trump-delays-new-tariffs-on-china-to-oct-15,magic_missile,1568245180
2,akewyf,"The World Economy Just Can’t Escape Its Low-Growth, Low-Inflation Rut",4,https://www.nytimes.com/2019/01/27/upshot/world-economy-low-growth-low-interest-deflation.html?action=click&amp;module=Top%20Stories&amp;pgtype=Homepage,DoremusJessup,1548616523
2,bnqild,India Hoped for an Abe. It Got a Lost Decade,16,https://www.bloomberg.com/opinion/articles/2019-05-12/modi-isn-t-india-s-abe-election-caps-a-lost-decade,TemporaryPlay,1557676867
2,pbjy9f,Ontario Teachers' Pension Plan looks at commodities for hedge against inflation,1,https://financialpost.com/fp-finance/ontario-teachers-pension-plan-looks-at-commodities-for-hedge-against-inflation,xcsler_returns,2021-08-25
2,b4sg5d,"Majority of Bitcoin Trading is a Hoax, New Study Finds",117,https://www.cnbc.com/2019/03/22/majority-of-bitcoin-trading-is-a-hoax-new-study-finds.html,Mynameis__--__,1553401743
2,rulrt3,"Delivery driver slams customers for ""tip baiting"" but customers defend the practice",1,https://nypost.com/2021/12/31/delivery-driver-slams-customers-for-promising-big-tips/,HRJafael,2022-01-02
2,t55ygr,"Fed Chair Powell notes 'highly uncertain' Ukraine impact, but says rate hikes are still coming",1,https://www.cnbc.com/2022/03/02/fed-chair-powell-notes-highly-uncertain-ukraine-impact-but-says-rate-hikes-are-still-coming.html?__source=iosappshare%7Ccom.apple.UIKit.activity.Message,GoMx808-0,2022-03-02
2,ax85e2,China's Xinhua presents news using robot news anchor,4,https://www.channelnewsasia.com/news/technology/china-xinhua-ai-robot-lifelike-female-news-anchor-11307696,SuitableScience,1551712318
1,cptyi5,US Removes Some Items From China Tariff List ...,21,https://stockmarketnews.today/2019/08/13/us-removes-some-items-from-china-tariff-list/,MarkAALERa,1565706803
1,aze552,US economy faces 'real risk of recession',15,https://www.telegraph.co.uk/business/2019/03/09/us-economy-faces-real-risk-recession/,TheCrunk1,1552210586
2,biv4tm,Are Syringe Exchange Programs Helpful or Harmful? New Evidence in the Wake of the Opioid Epidemic,8,https://apackham.github.io/mywebsite/opioidpaper-forweb.pdf,Richard_Bolitho,1556573954
2,bb8wo3,"JPMorgan Chase CEO Jamie Dimon on jobs, tariffs and politics.",5,https://infadium.blogspot.com/p/blog-page_9.html,orange_feelings,1554821777
1,cmnknx,Perkins &amp; Marie Callender's LLC close 29 locations and file for bankruptcy,165,https://www.usatoday.com/story/money/food/2019/08/05/perkins-marie-callenders-bankruptcy-restaurant-closings/1926980001/,thinkB4WeSpeak,1565077139
2,t19d1e,"AP News: Live updates: European Union freezes assets of Putin, Lavrov",1,https://apnews.com/article/russia-ukraine-business-europe-united-nations-kyiv-6ccba0905f1871992b93712d3585f548,Motor-Ad-8858,2022-02-25
2,bcdzlm,Herman Cain expected to withdraw from Fed Reserve Board of Governors consideration,20,https://abcnews.go.com/Politics/herman-cain-expected-withdraw-fed-reserve-board-governors/story?id=62346264,fivemoretimes,1555078169
2,ra4e1n,China Cuts Reserve Requirement Ratio as Economy Slows,1,https://www.bnnbloomberg.ca/china-cuts-reserve-requirement-ratio-as-economy-slows-1.1691660.html,Defiant_Race_7544,2021-12-06
1,junvik,"Almost 60 percent of business closures are now permanent, new Yelp data shows",147,https://www.nbcnews.com/business/economy/almost-60-percent-business-closures-are-now-permanent-new-yelp-n1240209,speckz,1605455258
2,ce0p7z,White House projects $1 trillion deficit for 2019,1610,https://thehill.com/policy/finance/453177-wh-projects-1-trillion-deficit-for-2019,anitachance,1563300523
2,borivo,Who Pays for Tariffs and Trade Restrictions? Consumers Do.,104,https://www.forbes.com/sites/artcarden/2019/04/22/who-pays-for-tariffs-and-trade-restrictions-consumers-do/#7cab4e7770d2,artcarden,1557883832
2,hwtc2q,Tesla sues Rivian over ‘disturbing pattern’ of alleged trade secret theft,262,https://www.theverge.com/2020/7/23/21335638/tesla-rivian-lawsuit-confidential-information-trade-secrets,darthatheos,1595557103
1,otjhnk,Ronna McDaniel: Pennsylvanians can’t afford Biden’s economic crisis,1,https://broadandliberty.com/2021/07/28/ronna-mcdaniel-pennsylvanians-cant-afford-bidens-economic-crisis/,scrutontapeletters,2021-07-28
2,dbmhz4,Poverty in America - The best way to eradicate poverty in America is to focus on children | Special report | The Economist,33,https://amp.economist.com/special-report/2019/09/26/the-best-way-to-eradicate-poverty-in-america-is-to-focus-on-children,DragonGod2718,1569896278
3,bh3fxs,The California Economy Isn’t Just a U.S. Powerhouse — There are good reasons why one American state leaves big countries like France and Italy in the rearview mirror and overtook the U.K. last year.,37,https://www.bloomberg.com/opinion/articles/2019-04-24/california-economy-soars-above-u-k-france-and-italy,BlankVerse,1556159799
2,q2e1pw,Global deal on 15% minimum corporate tax rate has support of 140 OECD countries,22,https://www.theguardian.com/business/2021/oct/05/global-deal-on-15-minimum-tax-rate-for-multinationals-edges-closer,Competitive_Travel16,1633498787
3,btdrt8,Florida Is the Big Winner as the Wealthy Move Out of Northern States,5,http://www.bloomberg.com/news/articles/2019-05-24/migration-s-biggest-loser-is-connecticut-as-florida-profits,resnica,1558907515
1,nzy5uw,"Column: Chipotle says it raised prices to cover hourly wage hike, doesn't mention execs' huge COVID-19 bonuses",984,https://www.latimes.com/business/story/2021-06-14/chipotle-labor-costs-execs-covid-bonuses,BlankVerse,1623707837
2,cd3bxj,"In states where marijuana is legal, licensed dispensaries are pushing out drug dealers",994,https://www.transparenttraders.me/2019/07/in-states-where-marijuana-is-legal.html,Transparent_Traders,1563112931
2,cmp87i,China responds to US after Treasury designates Beijing as a currency manipulator,27,https://wetradehq.com/blog/China-responds-to-US-after-Treasury-designates-Beijing-as-a-currency-manipulator,st4yd0wn,1565089945
2,lpdtii,"Amazon changed traffic light timing during union drive, county officials say - The Verge",2,https://www.theverge.com/2021/2/17/22287191/amazon-alabama-warehouse-union-traffic-light-change-bessemer,ElonMuch,1613963930
2,cim5m5,What to Expect from the New G20 Crypto AML Regulation,66,https://blog.cryptohound.ai/index.php/g20-crypto-aml-regulation/,SeanyMcMuscles,1564257486
2,sumx3f,Vulnerable Senate Dems try to run as tax-cutters,1,https://www.politico.com/news/2022/02/16/vulnerable-senate-dems-tax-cuts-00009497,MustacheBattle,2022-02-17
1,chb6d0,"Contact Lens Start-Up, Big on Social Media, May Be Bad for Eyes, Doctors Say",71,https://www.nytimes.com/2019/07/21/business/media/hubble-contact-lens.html,SuccessfulOperation,1563989221
2,qb4694,Opinion | Urban myths about economics have taken root — and the cost is high,1,https://www.washingtonpost.com/opinions/2021/10/18/urban-myths-about-economics-have-taken-root-cost-is-high/,Icantweetthat,2021-10-19
2,au5q6j,"The greater the income inequality in a country, the likelier parents there are to push their kids to work hard",86,https://www.washingtonpost.com/news/posteverything/wp/2019/02/22/feature/how-economic-inequality-gives-rise-to-hyper-parenting/?noredirect=on&amp;utm_term=.c75dbe585f36,B0etius02,1550993736
2,c3ljyn,The Dollar May Be Knocked off Its Pedestal,12,https://www.wsj.com/articles/the-dollar-may-be-knocked-off-its-pedestal-11558565449,wakeup2019,1561179751
3,qzeft2,China’s central bank signals easing as recovery risks mount,1,https://www.afr.com/world/asia/china-s-central-bank-signals-easing-as-recovery-risks-mount-20211122-p59b1o,wb19081908,2021-11-22
2,av1gqp,"Cannabis legalization is turning Toronto into the weed capital of the world. Here, a look at who’s getting rich off reefer",323,https://torontolife.com/city/whos-getting-rich-off-reefer/,stairapprentice,1551199218
2,b4kvxy,How a premature ejaculation drug sparked a $150 million legal battle over trade secrets,135,https://www.cnbc.com/2019/03/23/how-sex-drug-promescent-sparked-a-150-million-legal-battle.html,Chachaman666,1553357574
2,bgtzxv,US stocks rally again to record highs as earnings smash expectations — 'Is it different this time?',261,https://www.thisisinsider.com/stock-market-news-us-rallies-as-earnings-better-than-expected-2019-4,hissingkittycom,1556108853
2,bejpf2,Finance profits before/after repeal of Glass Steagall Act,10,https://kyso.io/eoin/finance-profits-beforeafter-repeal-of-glass-steagall-act,eoinmurray92,1555581437
2,byr35j,Bloomberg: Goldman Expects Yuan to Breach 7 Per Dollar Within Three Months,131,https://www.bloomberg.com/news/articles/2019-06-09/goldman-now-sees-yuan-breaching-7-per-dollar-within-three-months,Where2cop857,1560125635
2,asw83g,Swiss banking giant UBS fined more than $5 billion in fraud case,23,https://www.cnn.com/2019/02/20/business/ubs-france-fraud/index.html,michapman2,1550709145
3,dm1cma,Spirit Airlines close to agreeing major Airbus order: sources,9,https://www.reuters.com/article/us-spirit-airlines-aircraft-idUSKBN1X21XE,ThinkLongterm,1571846442
2,r5n17k,Eurozone inflation hits a record high of 4.9 percent - New York Times,1,https://www.nytimes.com/2021/11/30/business/eurozone-inflation-hits-a-record-high-of-4-9-percent.html,tigeryi,2021-11-30
2,wpthbo,Hedge fund Elliott dumps SoftBank stake after souring on Masayoshi Son,2,https://www.ft.com/content/f9d0c388-9cda-4377-9694-f607d86b5591,financialtimes,1660654110
1,rh2tra,China housing market slumps again as another developer runs into trouble | China,1,https://www.theguardian.com/world/2021/dec/15/china-housing-market-slumps-again-as-another-developer-runs-into-trouble,fragrance-harbour,2021-12-15
2,sz9eeh,Russia-Ukraine puts 10% U.S. inflation on radar as BlackRock repeats central banks may have to live with inflation,1,https://www.marketwatch.com/story/russia-ukraine-puts-10-u-s-inflation-on-radar-as-blackrock-repeats-central-banks-may-have-to-live-with-inflation-11645565763,iaxeuanswerme,2022-02-23
3,oqh3jk,Economics actually works!,1,https://amp.cnn.com/cnn/2021/07/21/business/chipotle-hiring-wages/index.html,Omnipotent-Ape,2021-07-24
3,hinn9r,Netflix to move $100 million in cash into Black community banks,2,https://www.axios.com/netflix-moves-cash-black-community-banks-2d609afe-b575-49e2-9262-d51e6d1eb5e3.html,allpenny,1593524790
2,fuy7lg,"Oil set to ‘crater’ Monday as OPEC meeting delayed, tensions flare between Saudi Arabia and Russia",5,https://www.cnbc.com/2020/04/04/oil-set-to-crater-monday-as-opec-meeting-delayed-tensions-flare-between-saudi-arabia-and-russia.html,uslvdslv,1586023300
2,huy5fn,"Judy Shelton, Trump’s controversial pick for the Fed, expected to be approved by Senate banking panel this week",102,https://www.washingtonpost.com/business/2020/07/20/judy-shelton-fed-vote/,TacticalPorkchop,1595294512
2,t57vrm,5 Simple Things Everyone Should Know About Inflation,1,https://simplifiedneeds.com/2022/03/02/5-simple-things-everyone-should-know-about-inflation/,callofdoobie,2022-03-02
2,dgod7y,Amazon cuts off three delivery companies publicly linked to deaths,34,https://www.engadget.com/2019/10/11/amazon-cuts-ties-three-delivery-companies/?guccounter=1&amp;guce_referrer=aHR0cHM6Ly93d3cuZW5nYWRnZXQuY29tLzIwMTkvMTAvMTEvcG9kY2FzdC1tYWNvcy1jYXRhbGluYS12aXN0YS8&amp;guce_referrer_sig=AQAAAGeJh8PMtV7et0sd2xDY3XB-wJQM3EKrPHX19cub5Q0D7Q40i7BQK0mkKkcv2rtrtXwzw8ccTaZXU9_7k0HGTX9fjhLYJm7MfbdgqmY-p07j9rRPUDhv5M4RCYBX2eQR9AyKgn9boliEKJD91VM9Ofm5bghz80GfSKFkEwOIR3gl,wewewawa,1570843146
1,qdt8b1,"Over half of UK women lack investment experience, according to a recent survey",1,https://www.investingcube.com/over-half-of-uk-women-lack-investment-experience-according-to-a-recent-survey/?utm-123,hisandherpistols,2021-10-22
1,st5ylf,Racial Disparities in the Paycheck Protection Program,1,https://unassumingeconomist.com/2022/02/racial-disparities-in-the-paycheck-protection-program/,rustoo,2022-02-15
1,bfpjtt,Trump is leading a global attack against central banks. It could end in disaster.,1728,https://www.washingtonpost.com/opinions/trump-is-part-of-a-worldwide-populist-assault-on-central-banks/2019/04/18/6ebbdd78-620f-11e9-9ff2-abc984dc9eec_story.html?utm_term=.27d587cb7a8e,GodKnightMoon,1555858093
2,syeu4w,China plans bigger tax cuts in 2022 to prop up slower growth,1,https://www.reuters.com/markets/rates-bonds/china-plans-bigger-tax-cuts-2022-prop-up-slowing-growth-2022-02-22/,Motor-Ad-8858,2022-02-22
2,qywp93,The Evolution of Household Net Worth during COVID-19,1,https://www.stlouisfed.org/on-the-economy/2021/november/evolution-household-net-worth-during-covid19,Unl0ck3r,2021-11-21
1,boxwne,Industrial production falls 0.5% amid big decline in auto output,2,https://www.cnbc.com/2019/05/15/industrial-production-april-2019.html,BlackWallStreet,1557926682
2,d5wg2p,Libra is imperialism by stealth,15,https://ftalphaville.ft.com/2019/09/13/1568370798000/Libra-is-imperialism-by-stealth/,Ebadd,1568806540
